count_1,count_2,count_3,count_4,count_5,count_6,count_7,count_8,count_9,count_10,count_11,count_12,count_13,count_14,count_15,count_16,count_17,count_18,count_19,count_20,count_21,count_22,count_23,count_24,count_25,first_beacon,second_beacon,third_beacon,b1_mean,b1_std,b1_max,b1_min,b1_norm,b2_mean,b2_std,b2_max,b2_min,b2_norm,b3_mean,b3_std,b3_max,b3_min,b3_norm,unique_beacon_count,location
0,0,0,17,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,14,4,0,-95.5,0.8724643430254024,-95.0,-97.0,787.5455542379755,-98.0,0.0,-98.0,-98.0,404.06435131053075,0.0,0.0,0.0,0.0,0.0,7,kitchen
0,0,0,119,0,17,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,4,14,6,-94.85714285714286,3.3275575464868603,-90.0,-98.0,1035.4004056402528,-95.0,3.5618207653079823,-90.0,-100.0,783.9323950443686,-97.0,0.0,-97.0,-97.0,399.9412456849131,9,kitchen
0,0,0,289,0,34,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,4,14,6,-93.82352941176471,2.386303510546062,-90.0,-98.0,1595.514023755354,-94.81818181818181,3.136515926998118,-90.0,-100.0,1297.324554612299,-96.0,1.0150384378450958,-95.0,-97.0,559.801750622486,9,kitchen
0,0,0,391,0,17,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,4,14,6,-93.8695652173913,2.510668429786288,-88.0,-99.0,1856.8125915126707,-94.0,2.365644371397678,-90.0,-98.0,1689.9201164552128,-95.0,0.0,-95.0,-95.0,391.69503443367773,7,kitchen
0,0,0,527,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,4,14,0,-95.25806451612904,2.592363465649645,-88.0,-100.0,2187.597997804898,-93.97685185185185,2.038929999241345,-90.0,-99.0,1953.7307900527135,0.0,0.0,0.0,0.0,0.0,6,kitchen
0,0,0,476,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,4,14,0,-95.35714285714286,2.7180820305524334,-88.0,-100.0,2081.2904650720907,-94.8695652173913,1.8033784719363464,-91.0,-99.0,1876.2622417988377,0.0,0.0,0.0,0.0,0.0,6,kitchen
0,0,0,170,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,4,14,0,-94.8,3.9816145516448285,-88.0,-101.0,1237.1240843181415,-96.28082191780823,1.565768074977814,-95.0,-100.0,1163.518371148475,0.0,0.0,0.0,0.0,0.0,7,kitchen
0,0,0,17,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,14,4,0,-97.11111111111111,1.9264244369066594,-94.0,-100.0,1270.1409370617105,-101.0,0.0,-101.0,-101.0,416.4336681873837,0.0,0.0,0.0,0.0,0.0,7,kitchen
0,0,0,136,0,17,0,0,17,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,4,9,14,-92.5,2.509242175696923,-90.0,-97.0,1079.1200118615168,-92.0,0.0,-92.0,-92.0,379.32571755682477,-96.46666666666667,1.8607705908039915,-94.0,-99.0,1540.734565069532,8,kitchen
0,0,17,221,136,68,0,0,51,0,0,0,0,101,0,0,51,0,170,0,0,0,0,0,0,19,4,5,-88.3,5.512599876324214,-78.0,-96.0,1153.5193973228193,-93.53846153846153,2.6551177656839022,-90.0,-98.0,1391.106753631798,-93.625,1.939597132663649,-91.0,-96.0,1092.0782938965503,15,kitchen
0,0,17,85,136,51,0,0,36,0,0,0,0,0,0,0,51,0,204,0,0,0,0,0,0,19,5,4,-90.0,6.31364149801976,-78.0,-99.0,1288.600791556485,-93.625,1.939597132663649,-91.0,-96.0,1092.0782938965503,-95.2,1.950579889356463,-93.0,-98.0,877.8826800888602,14,kitchen
0,0,0,170,0,85,0,0,81,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,19,4,6,-92.15789473684211,2.8929918363664173,-87.0,-99.0,1657.0935399065438,-93.5,3.890893631858612,-88.0,-100.0,1220.139746094684,-93.8,1.4784161409137513,-92.0,-96.0,864.8994161172732,10,cleaning
0,0,0,255,0,85,51,68,287,17,0,0,0,0,0,0,0,102,306,51,0,0,0,0,0,9,19,4,-90.02439024390245,4.19491419863272,-81.0,-96.0,1526.7589855638644,-91.66666666666667,2.214704953890446,-87.0,-96.0,1603.9781794026999,-94.2,3.662321453012668,-88.0,-100.0,1505.3853327304607,14,cleaning
0,0,0,119,0,0,238,85,429,17,0,0,0,0,0,0,0,187,102,51,0,0,0,0,0,9,7,4,-90.32400932400932,4.08552342359858,-81.0,-99.0,1872.7276897616482,-93.35714285714286,1.5893140748294172,-90.0,-95.0,1440.451665277249,-95.57142857142857,2.391976094530183,-92.0,-100.0,1042.884940921097,12,cleaning
0,0,0,85,0,0,374,17,525,0,0,0,0,0,0,0,0,85,170,0,0,0,0,0,0,9,7,19,-91.19428571428571,2.953256340010904,-84.0,-99.0,2090.6168946031216,-92.81818181818181,2.0171093667465194,-89.0,-97.0,1795.4408929285307,-95.9,2.0283493741049665,-92.0,-98.0,1250.6610252182643,12,nurse station
0,0,0,170,0,0,391,0,547,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,9,7,4,-90.72943327239489,2.1788006767151145,-87.0,-96.0,2122.5934608398284,-92.30434782608695,1.968197541091355,-89.0,-97.0,1825.6141432405698,-95.9,1.763032621271829,-94.0,-99.0,1250.593059312261,11,nurse station
0,0,0,204,0,0,408,0,599,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,9,7,4,-90.26210350584307,2.412983883087065,-86.0,-96.0,2209.9056540947627,-93.70833333333333,2.247735232920833,-90.0,-98.0,1893.3586559339465,-95.25,2.3195995067944795,-91.0,-99.0,1360.8434884291432,11,nurse station
0,0,0,204,68,51,221,0,524,0,0,0,0,0,0,0,0,34,85,0,0,0,0,0,0,9,4,7,-90.89312977099236,3.5459332986212075,-85.0,-99.0,2082.2185283970557,-93.83333333333333,1.9979464005262981,-91.0,-99.0,1340.5103505754814,-95.3076923076923,1.4909986328219411,-93.0,-98.0,1417.0232884465943,13,nurse station
0,0,0,119,68,51,17,0,168,0,0,0,0,0,0,0,0,34,85,0,0,0,0,0,0,9,4,19,-93.5297619047619,4.181403934700266,-85.0,-99.0,1213.4879480242068,-93.42857142857143,1.1830113010866727,-92.0,-95.0,1019.2664028604102,-95.4,2.0713464679952036,-93.0,-99.0,879.7493961350584,12,nurse station
0,51,136,0,170,71,0,0,0,0,0,0,17,0,34,102,153,0,0,0,0,0,0,0,0,5,17,6,-87.1,5.162048581922701,-82.0,-98.0,1137.6260369734862,-90.11111111111111,2.9703702488418173,-84.0,-94.0,1115.214329176235,-91.08450704225352,4.48090067117647,-84.0,-95.0,768.4067933067745,11,hallway
17,221,323,0,306,85,0,0,0,0,0,0,68,0,85,237,289,0,0,0,0,0,0,0,0,17,5,3,-88.70588235294117,3.988699314591425,-80.0,-94.0,1509.5184662666436,-89.16666666666667,5.5593666345231565,-82.0,-100.0,1562.7984514965453,-90.52631578947368,3.609221417644265,-83.0,-98.0,1628.2456817077698,13,hallway
102,289,408,0,170,31,0,0,0,0,0,0,153,0,85,272,272,0,0,0,0,0,0,0,0,16,17,3,-87.5625,4.279418477927242,-79.0,-95.0,1445.8350528327912,-90.0,4.5082949379152755,-80.0,-97.0,1486.172264577697,-89.875,4.536129870437374,-82.0,-98.0,1817.6911178745413,14,hallway
187,238,289,0,68,17,0,0,0,0,0,0,243,0,272,256,136,0,0,0,0,0,0,0,0,15,16,13,-89.25,4.863069657578963,-79.0,-95.0,1474.1241467393443,-86.73046875,4.327931328398518,-79.0,-95.0,1389.4074276467647,-91.10699588477367,5.126989880575165,-80.0,-99.0,1422.4552717045271,17,hallway
255,119,68,0,51,0,0,0,0,0,0,0,238,0,340,170,0,0,0,0,0,0,0,0,0,15,13,16,-89.25,4.199926253039865,-79.0,-95.0,1647.5044764734328,-89.21428571428571,4.853147844689167,-80.0,-96.0,1378.3573556955396,-89.2,3.9562698348213403,-83.0,-96.0,1164.1623598106924,23,hallway
153,0,0,0,17,0,0,0,0,0,0,0,114,0,102,51,0,0,0,0,0,0,0,0,0,13,1,15,-90.7719298245614,5.106017771390684,-85.0,-100.0,970.6976872332601,-91.33333333333333,4.360407996361905,-86.0,-96.0,1131.0092837815257,-90.83333333333333,0.9019597292203836,-90.0,-92.0,917.4164812123227,24,501
0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,-100.0,0.0,-100.0,-100.0,412.31056256176606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,15,0,0,-99.0,0.0,-99.0,-99.0,408.1874569361484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,15,0,0,-99.0,0.0,-99.0,-99.0,408.1874569361484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,501
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-98.0,0.0,-98.0,-98.0,404.06435131053075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,501
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-98.0,0.0,-98.0,-98.0,404.06435131053075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,501
34,0,0,0,0,0,0,0,0,0,0,0,34,0,17,0,0,0,0,0,0,0,0,0,0,1,15,13,-96.5,1.52255765676766,-95.0,-98.0,562.7548311654019,-96.0,0.0,-96.0,-96.0,395.8181400592954,-98.0,1.0150384378450958,-97.0,-99.0,571.4630346750348,10,501
68,0,0,0,0,0,0,0,0,0,0,0,68,0,34,0,0,0,0,0,0,0,0,0,0,1,13,15,-96.75,1.308696514538102,-95.0,-98.0,797.8928499491645,-96.5,1.6706420251266854,-95.0,-99.0,795.8768748996292,-95.5,0.5075192189225501,-95.0,-96.0,556.8635380414128,17,501
34,0,0,0,0,0,0,0,0,0,0,0,85,0,34,17,0,0,0,0,0,0,0,0,0,13,15,1,-97.2,2.7290326212083005,-95.0,-101.0,896.4887060080567,-96.5,1.52255765676766,-95.0,-98.0,562.7548311654019,-97.0,1.0150384378450958,-96.0,-98.0,565.6323894544937,20,501
0,0,0,0,0,0,0,0,0,0,0,0,51,0,17,17,0,0,0,0,0,0,0,0,0,13,15,16,-98.66666666666667,2.6507860469428097,-95.0,-101.0,704.8702008171433,-98.0,0.0,-98.0,-98.0,404.06435131053075,-101.0,0.0,-101.0,-101.0,416.4336681873837,14,501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,501
0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,0,0,0,0,0,0,0,13,15,0,-95.0,1.0150384378450958,-94.0,-96.0,553.971118380733,-97.0,2.030076875690208,-95.0,-99.0,565.7225468372284,0.0,0.0,0.0,0.0,0.0,14,501
0,0,0,0,0,0,0,0,0,0,0,0,51,0,51,0,0,0,0,0,0,0,0,0,0,13,15,0,-95.33333333333333,0.9521904571390449,-94.0,-96.0,680.8494694130267,-96.33333333333333,1.904380914278094,-95.0,-99.0,688.0893837285967,0.0,0.0,0.0,0.0,0.0,17,501
0,0,0,0,0,0,0,0,0,0,0,0,34,0,85,17,0,0,0,0,0,0,0,0,0,15,13,16,-95.8,1.7306756181439948,-94.0,-99.0,883.3747789019109,-95.0,1.0150384378450958,-94.0,-96.0,553.971118380733,-99.0,0.0,-99.0,-99.0,408.1874569361484,19,501
51,17,0,0,0,0,0,0,0,0,0,0,85,0,255,51,0,0,0,0,0,0,0,0,0,15,1,16,-95.0,2.9269316927216362,-90.0,-100.0,1517.7453673129758,-95.66666666666667,2.0752509888364563,-93.0,-98.0,683.3542273228431,-95.33333333333333,2.6507860469428097,-93.0,-99.0,681.0741516164007,18,501
81,17,68,0,0,0,0,0,0,0,0,0,187,0,391,51,0,0,0,0,0,0,0,0,0,15,13,1,-92.65217391304348,3.215625174361029,-87.0,-100.0,1833.1783873916909,-96.0,2.4930009553629993,-92.0,-100.0,1313.2204689236305,-94.79012345679013,2.2006592727107783,-92.0,-98.0,853.3381510280669,19,501
136,34,85,0,0,0,0,0,0,0,0,0,238,0,576,68,0,0,0,0,0,0,0,0,0,15,13,1,-89.58333333333333,1.960479089628239,-86.0,-93.0,2150.513892073241,-93.85714285714286,2.564890220747201,-90.0,-99.0,1448.495771481574,-93.75,1.2033902725833197,-92.0,-95.0,1093.3928845570563,17,501
337,68,34,0,0,0,0,0,0,0,0,0,289,0,442,68,0,0,0,0,0,0,0,0,0,1,13,15,-91.62908011869436,3.4926091244996273,-84.0,-97.0,1683.3041911668847,-89.6470588235294,3.6026610535362003,-84.0,-96.0,1525.2258849101663,-89.73076923076923,2.4921470942479798,-86.0,-96.0,1887.2071958319787,21,501
357,51,51,0,0,0,0,0,0,0,0,0,272,0,172,51,0,0,0,0,0,0,0,0,0,1,13,15,-91.47619047619048,3.716440705053501,-84.0,-98.0,1729.8135737703067,-88.5625,3.066867038483126,-84.0,-94.0,1461.4824665386855,-92.48255813953489,3.3777286343923922,-87.0,-98.0,1213.7013635981464,19,501
126,85,113,0,59,0,0,0,0,0,0,0,102,0,102,102,17,0,0,0,0,0,0,0,0,3,2,13,-83.11504424778761,7.908801846664929,-76.0,-95.0,887.480704015586,-92.4,4.480646211897393,-85.0,-99.0,852.8751374028909,-90.33333333333333,2.7623111765881148,-86.0,-93.0,912.7442138956566,17,501
0,85,181,0,306,119,0,0,0,0,0,0,0,0,0,289,87,0,0,0,0,0,0,0,0,3,5,6,-86.26519337016575,7.5943219718682,-76.0,-96.0,1165.0433468330696,-86.5,5.899847177792988,-77.0,-98.0,1516.636080277665,-89.28571428571429,6.113534383925411,-79.0,-98.0,976.2535531305379,15,hallway
0,17,102,85,349,255,0,0,221,0,0,0,0,0,0,238,102,0,221,0,0,0,0,0,0,5,6,16,-87.59598853868195,6.127485276682454,-77.0,-98.0,1640.4154961472414,-89.06666666666666,5.6141927384965,-79.0,-98.0,1425.092277713973,-93.78571428571429,3.8473353311207985,-85.0,-100.0,1448.0673326886426,16,hallway
0,0,0,383,102,136,0,0,459,0,0,0,0,0,0,17,32,0,221,0,0,0,0,0,0,6,9,4,-88.875,5.153118437376492,-82.0,-97.0,1038.1796568995176,-93.44444444444444,3.0865723181873195,-87.0,-100.0,2003.0698939378026,-93.0626631853786,2.6988925805092627,-88.0,-98.0,1822.0359491513882,15,hallway
0,0,0,367,0,84,0,0,238,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,9,6,-91.76021798365123,2.8681876679885074,-86.0,-96.0,1758.729086584969,-94.0,2.454652002972342,-89.0,-98.0,1450.6536457748969,-95.10714285714286,0.31115243011688587,-95.0,-96.0,871.6759719069925,10,hallway
0,0,0,341,17,94,17,0,51,0,0,0,0,17,0,17,0,0,34,0,0,0,0,0,0,4,14,9,-90.09970674486803,3.7403247620378286,-83.0,-97.0,1665.226711291889,-93.0,0.0,-93.0,-93.0,383.4488231824424,-95.66666666666667,1.7165857586111626,-94.0,-98.0,683.3044709351755,11,cafeteria
0,0,0,306,17,61,17,0,68,0,0,0,0,17,0,0,0,0,51,0,0,0,0,0,0,4,6,14,-90.44444444444444,3.853699757569813,-83.0,-97.0,1583.562439564667,-93.32786885245902,4.052658845233206,-89.0,-99.0,729.5896106716433,-93.0,0.0,-93.0,-93.0,383.4488231824424,13,cafeteria
0,0,0,34,0,51,0,0,17,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,19,4,6,-93.875,3.869036630021031,-85.0,-98.0,1095.683804753908,-90.0,2.030076875690208,-88.0,-92.0,524.9152312516756,-93.0,4.363484845854281,-89.0,-99.0,664.8691600608348,9,cleaning
0,0,0,204,0,0,0,0,68,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,19,4,9,-92.13636363636364,4.1866779188397585,-81.0,-98.0,1783.6661683173788,-91.91666666666667,3.3861375858654257,-86.0,-97.0,1313.7187674688978,-92.75,1.934563856126969,-90.0,-95.0,765.0,10,cleaning
0,0,0,238,0,0,0,0,144,0,0,0,0,0,0,0,0,0,289,17,0,0,0,0,0,9,19,4,-91.09722222222223,5.054001315089799,-80.0,-98.0,1094.8360607871848,-91.41176470588235,3.9334745737353045,-81.0,-96.0,1555.4330586688711,-92.78571428571429,3.8659344362912207,-86.0,-100.0,1432.6649992234752,9,cleaning
0,0,0,34,0,0,0,90,110,0,54,0,0,0,0,0,0,85,34,34,51,0,0,0,0,9,8,18,-90.81818181818181,5.595184394370381,-80.0,-98.0,954.2986953779199,-92.0,1.3820681457694455,-90.0,-94.0,872.8860177594781,-93.8,3.0775686136020695,-91.0,-98.0,865.253142149741,12,nurse station
0,0,0,68,0,0,68,158,119,0,85,0,0,0,0,0,0,187,0,85,102,0,0,0,0,9,18,8,-93.0,2.277375831514446,-88.0,-96.0,1014.8118052131637,-94.54545454545455,3.3217786047130176,-89.0,-99.0,1293.6831142130595,-93.07594936708861,2.35549041182989,-90.0,-98.0,1170.3187599966088,14,nurse station
0,0,0,112,0,0,85,136,187,0,31,0,0,0,0,0,0,238,34,68,51,0,0,0,0,9,18,20,-93.0,3.602567781965512,-86.0,-98.0,1272.7046004474093,-95.92857142857143,2.7694732200939205,-89.0,-101.0,1480.5279463758866,-92.0,2.1370924591847897,-90.0,-95.0,758.8530819598745,15,nurse station
0,0,0,238,34,17,34,68,238,0,0,0,0,0,0,0,0,136,51,0,0,0,0,0,0,9,4,18,-90.85714285714286,4.5900014511193605,-82.0,-98.0,1403.4557349628096,-91.64285714285714,5.324350104808768,-84.0,-101.0,1416.1712467071204,-96.5,2.007393740557542,-95.0,-101.0,1125.6153872437956,12,nurse station
0,0,17,194,97,68,17,0,136,0,0,0,0,0,14,0,17,0,17,0,0,0,0,0,0,6,9,4,-85.25,5.0055938857695725,-80.0,-92.0,704.1825047528517,-89.125,4.059625051104549,-82.0,-95.0,1040.4369274492328,-90.11340206185567,4.5805995233101475,-84.0,-99.0,1256.7465933910464,13,nurse station
17,68,68,0,335,170,0,0,0,0,0,0,34,0,17,136,170,0,0,0,0,0,0,0,0,5,6,17,-86.62985074626866,4.743132915900252,-77.0,-94.0,1587.9543444318542,-88.9,4.562063791257512,-80.0,-93.0,1160.6304321359146,-88.7,3.3878481065271195,-83.0,-93.0,1157.344806010724,13,hallway
17,68,51,0,340,153,0,0,0,0,0,0,34,0,3,136,187,0,33,0,0,0,0,0,0,5,17,6,-86.6,4.900063210717446,-77.0,-94.0,1599.3717516575064,-90.27272727272727,5.290024548742213,-83.0,-102.0,1236.5674263864466,-91.22222222222223,2.257217145018635,-87.0,-94.0,1128.6996943385782,14,hallway
0,0,0,0,102,68,0,0,0,0,0,0,0,0,0,0,34,0,67,0,0,0,0,0,0,5,6,19,-92.16666666666667,5.105003046581912,-83.0,-98.0,932.2505028156327,-92.5,3.225365882287911,-87.0,-95.0,763.2312886668103,-94.97014925373135,1.5856377099081496,-93.0,-97.0,777.4708997769627,8,hallway
0,0,0,0,47,102,0,0,34,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,19,6,5,-91.73684210526316,2.596361273029051,-88.0,-96.0,1649.37109226517,-94.66666666666667,1.2533782731919274,-93.0,-97.0,956.1694410511141,-98.0,0.0,-98.0,-98.0,671.8541508393023,9,506
0,0,0,0,17,153,0,0,34,0,0,0,0,17,0,0,17,0,442,0,0,0,0,0,0,6,19,14,-91.66666666666667,4.203695116392115,-82.0,-97.0,1135.0378848302819,-91.92307692307692,3.8265644512719685,-83.0,-102.0,1934.241970385298,-94.0,0.0,-94.0,-94.0,387.5719288080601,12,506
0,0,0,0,4,85,0,0,0,0,0,0,0,17,0,0,17,0,221,0,0,0,0,0,0,6,19,14,-89.2,4.0438077294031896,-82.0,-93.0,823.2180756032997,-94.0,5.049752469181029,-83.0,-102.0,1399.4163068936991,-94.0,0.0,-94.0,-94.0,387.5719288080601,14,506
0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,19,5,0,-94.5,3.7218076054320597,-88.0,-100.0,1102.8980007235484,-96.0,0.0,-96.0,-96.0,395.8181400592954,0.0,0.0,0.0,0.0,0.0,12,506
0,0,0,0,102,289,0,0,0,0,0,0,0,0,0,0,68,0,141,0,0,0,0,0,0,19,5,6,-93.17021276595744,2.4869874111017745,-88.0,-96.0,1106.7262534159022,-93.5,3.420236804956682,-88.0,-97.0,944.9290978692528,-93.17647058823529,2.43527319936707,-90.0,-98.0,1584.5390496923703,17,506
0,0,0,0,102,340,0,0,17,0,0,0,0,0,0,0,68,0,238,0,0,0,0,0,0,5,6,19,-93.16666666666667,3.2520620521077217,-88.0,-97.0,941.5046468286813,-93.3,2.535529245457891,-90.0,-98.0,1721.0002905287379,-93.85714285714286,2.034660482509005,-91.0,-99.0,1448.2962404149227,21,506
0,0,0,0,119,203,0,0,102,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,19,6,5,-93.80149812734082,2.4080686741989172,-90.0,-99.0,1533.2322068101753,-94.5960591133005,2.3302539351815095,-90.0,-98.0,1348.1932354080404,-96.0,2.4598470394776846,-93.0,-101.0,1047.577204792086,21,506
0,0,0,0,289,323,0,0,85,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,19,6,5,-92.27272727272727,4.012809401926258,-84.0,-97.0,1262.9968329334797,-93.73684210526316,2.1268992819917942,-90.0,-98.0,1685.0896118604494,-93.52941176470588,2.793842435706693,-90.0,-101.0,1590.7067611599568,15,506
0,0,0,0,357,273,0,0,0,0,0,0,0,0,0,0,17,0,357,0,0,0,0,0,0,19,5,6,-90.0,3.6566086086500955,-83.0,-96.0,1701.898939420317,-92.47619047619048,2.0873129459674717,-90.0,-97.0,1747.729956257545,-94.11721611721612,2.828589003534384,-90.0,-101.0,1555.7711914031574,18,506
0,0,0,0,238,323,0,0,0,0,0,0,0,0,0,0,34,0,428,0,0,0,0,0,0,19,5,6,-90.0911214953271,3.6553660346169203,-83.0,-98.0,1865.3495650949717,-93.0,2.7312846083508733,-89.0,-97.0,1435.3501315010217,-93.42105263157895,2.9660275429301084,-90.0,-101.0,1679.8252885344953,19,506
